,User_A,User_B,Type,Source
1191,@Cryptoracket,@Cryptoracket,Tweet,Public
1192,@peterxing,@AnaemekaJay,Retweet,Public
1193,@peterxing,@transhumancoin,Retweet,Public
1194,@peterxing,@Nonso_marine,Retweet,Public
1195,@peterxing,@transhumancoin,Retweet,Public
1196,@CanadaHemp,@CanadaHemp,Tweet,Public
1197,@eapenthampy,@saveoncannabis,Retweet,Republican
1198,@eapenthampy,@saveoncannabis,Retweet,Public
1199,@eapenthampy,@ganjapreneur,Retweet,Republican
1200,@eapenthampy,@ganjapreneur,Retweet,Public
1201,@MMPconnect,@CBDSmokeShop,Retweet,Democratic
1202,@MMPconnect,@CBDSmokeShop,Retweet,Republican
1203,@MMPconnect,@CBDSmokeShop,Retweet,Public
1204,@DigitalRoninX1,@MicrodoseHQ,Retweet,Public
1205,@MMPconnect,@CBDSmokeShop,Retweet,Democratic
1206,@MMPconnect,@CBDSmokeShop,Retweet,Republican
1207,@MMPconnect,@CBDSmokeShop,Retweet,Public
1208,@MMPconnect,@CBDSmokeShop,Retweet,Democratic
1209,@MMPconnect,@CBDSmokeShop,Retweet,Republican
1210,@MMPconnect,@CBDSmokeShop,Retweet,Public
1211,@MMPconnect,@CBDSmokeShop,Retweet,Democratic
1212,@MMPconnect,@CBDSmokeShop,Retweet,Republican
1213,@MMPconnect,@CBDSmokeShop,Retweet,Public
1214,@Invest420,@Invest420,Tweet,Public
1215,@HomegrownCharts,@ChartGuys,Reply,Public
1216,@superchillcbd,@superchillcbd,Tweet,Public
1217,@realCannyTM,@NORML,Retweet,Public
1218,@monkeymasuda,@MicrodoseHQ,Retweet,Public
1219,@davidchiarelli,@YouTube,Mention,Public
1220,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1221,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1222,@CBDcloudz,@CBDSmokeShop,Retweet,Public
1223,@ensulis,@LegaleMeglio,Retweet,Public
1224,@Plurizard,@MicrodoseHQ,Retweet,Public
1225,@Nelson_Marshl,@Nutty_spliff,Retweet,Public
1226,@420JobsCareers,@420JobsCareers,Tweet,Public
1227,@MunchiesClub,@MunchiesClub,Tweet,Public
1228,@France_Verte,@PekerheadPicaso,Retweet,Democratic
1229,@France_Verte,@PekerheadPicaso,Retweet,Republican
1230,@France_Verte,@PekerheadPicaso,Retweet,Public
1231,@France_Verte,@PekerheadPicaso,Retweet,Democratic
1232,@France_Verte,@PekerheadPicaso,Retweet,Republican
1233,@France_Verte,@PekerheadPicaso,Retweet,Public
1234,@ALEXRAM48938815,@ALEXRAM48938815,Tweet,Public
1235,@Ganjly420,"@ivxx_elevate,",Mention,Public
1236,@mycannabisguid1,@mycannabisguid1,Tweet,Public
1237,@MicrodoseHQ,@MicrodoseHQ,Tweet,Public
1238,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1239,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1240,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1241,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1242,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1243,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1244,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1245,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1246,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1247,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1248,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1249,@2J0INTS,@cookiesqueen33,Retweet,Public
1250,@davidchiarelli,@YouTube,Mention,Public
1251,@CBDcloudz,@That9thCloud,Retweet,Public
1252,@CBDcloudz,@CBDcloudz,Tweet,Public
1253,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1254,@amyvcarlberg,@blogTO,Retweet,Public
1255,@March2Millions,@todd_harrison,Retweet,Public
1256,@March2Millions,@Curaleaf_Inc⁩,Retweet,Public
1257,@LGGInc,@LGGInc,Tweet,Public
1258,@realtosplash,@blogTO,Retweet,Public
1259,@stoneknight7,@missyvapes,Retweet,Public
1260,@stoneknight7,@stoneknight7's,Retweet,Public
1261,@FSAjobs,@FSAjobs,Tweet,Public
1262,@1humana1,@renekate1,Retweet,Public
1263,@WorldWideeWeb,@missyvapes,Retweet,Public
1264,@WorldWideeWeb,@stoneknight7,Retweet,Public
1265,@mikeahuja,@EightVape,Retweet,Public
1266,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1267,@renekate1,@renekate1,Tweet,Public
1268,@Rony_Ferrari,@todd_harrison,Retweet,Republican
1269,@Rony_Ferrari,@todd_harrison,Retweet,Public
1270,@Rony_Ferrari,@Curaleaf_Inc⁩,Retweet,Republican
1271,@Rony_Ferrari,@Curaleaf_Inc⁩,Retweet,Public
1272,@upLVL2,@upLVL2,Tweet,Public
1273,@weedandwrite,@AngelOfCannabis,Retweet,Public
1274,@lesaonline,@lesaonline,Tweet,Public
1275,@HighGroundCann,@Peter_Grinspoon,Retweet,Republican
1276,@HighGroundCann,@Peter_Grinspoon,Retweet,Public
1277,@stoneknight7,@missyvapes,Retweet,Public
1278,@stoneknight7,@stoneknight7,Tweet,Public
1279,@EzeMbeet,@Nonso_marine,Retweet,Public
1280,@EzeMbeet,@transhumancoin,Retweet,Public
1281,@AbstraxTech,@Leafly,Retweet,Public
1282,@CannabisNews360,@CNW420now,Retweet,Public
1283,@kaba_abu,@AngelOfCannabis,Retweet,Public
1284,@PinkDalmatian_,@AngelOfCannabis,Retweet,Public
1285,@CNWMediaOnline,@CNW420now,Retweet,Public
1286,@CNW420now,@CNW420now,Tweet,Public
1287,@OguntadeSola,@cana_kush,Retweet,Public
1288,@CelinaZen,@WorstLegend,Retweet,Public
1289,@5OShadeOfGreen,@5OShadeOfGreen,Tweet,Public
1290,@MrBanksDenver,@todd_harrison,Retweet,Republican
1291,@MrBanksDenver,@todd_harrison,Retweet,Public
1292,@MrBanksDenver,@Curaleaf_Inc⁩,Retweet,Republican
1293,@MrBanksDenver,@Curaleaf_Inc⁩,Retweet,Public
1294,@Jerry93858598,@anthroweed,Retweet,Public
1295,@worldcannanews1,@MMPconnect,Retweet,Democratic
1296,@worldcannanews1,@MMPconnect,Retweet,Republican
1297,@worldcannanews1,@MMPconnect,Retweet,Public
1298,@knockonhemp,@knockonhemp,Tweet,Public
1299,@davidchiarelli,@davidchiarelli,Tweet,Public
1300,@mycannabisguid1,@mycannabisguid1,Tweet,Public
1301,@telovamosacont2,@TiempoSur_,Retweet,Public
1302,@worldcannanews1,@canna_journal,Retweet,Democratic
1303,@worldcannanews1,@canna_journal,Retweet,Republican
1304,@worldcannanews1,@canna_journal,Retweet,Public
1305,@kbrodie1974,@todd_harrison,Retweet,Public
1306,@kbrodie1974,@Curaleaf_Inc⁩,Retweet,Public
1307,@smyth_rosa,@Sydney_Uni,Retweet,Public
1308,@smyth_rosa,@teelare…,Retweet,Public
1309,@abiteccorp,@abiteccorp,Tweet,Public
1310,@worldcannanews1,@NewsAmericasNow,Retweet,Democratic
1311,@worldcannanews1,@NewsAmericasNow,Retweet,Republican
1312,@worldcannanews1,@NewsAmericasNow,Retweet,Public
1313,@RootsRaspberry,@RootsRaspberry,Tweet,Public
1314,@wendyloveedge,@420digitalweb,Retweet,Public
1315,@wendyloveedge,@ElevatedEmma,Retweet,Public
1316,@MMPconnect,@MMPconnect,Tweet,Democratic
1317,@MMPconnect,@MMPconnect,Tweet,Republican
1318,@MMPconnect,@MMPconnect,Tweet,Public
1319,@MMPconnect,@MMPconnect,Tweet,Democratic
1320,@MMPconnect,@MMPconnect,Tweet,Republican
1321,@MMPconnect,@MMPconnect,Tweet,Public
1322,@_SupaFlav_,@todd_harrison,Retweet,Republican
1323,@_SupaFlav_,@todd_harrison,Retweet,Public
1324,@_SupaFlav_,@Curaleaf_Inc⁩,Retweet,Republican
1325,@_SupaFlav_,@Curaleaf_Inc⁩,Retweet,Public
1326,@domainapebot,@partyexcusespro,Retweet,Public
1327,@Ndumisco1,@Ndumisco1,Tweet,Public
1328,@SC_safeaccess,@SC_safeaccess,Tweet,Public
1329,@GetRiceNow,@GetRiceNow,Tweet,Public
1330,@PlumIsTooRipe,@Peter_Grinspoon,Retweet,Public
1331,@JohnMil48810492,@Peter_Grinspoon,Retweet,Public
1332,@PaulineKHyde,@_deepakanand,Retweet,Public
1333,@ETFMG,@ETFMG,Tweet,Public
1334,@BruceMirken,@BruceMirken,Tweet,Public
1335,@golfnut198,@ASX_IHL,Retweet,Public
1336,@abdteknik,@CihanYedek,Reply,Public
1337,@abdteknik,@CihanYedek,Reply,Public
1338,@GamesCoinsPrice,@ThetanArena,Mention,Public
1339,@jira_holmes,@smileitsfree44,Retweet,Public
1340,@FindMeBeauty_co,@FindMeBeauty_co,Tweet,Public
1341,@theeashleyray,@Peter_Grinspoon,Retweet,Public
1342,@420intel,@420intel,Tweet,Public
1343,@MMJHealthcare,@MMJHealthcare,Tweet,Democratic
1344,@MMJHealthcare,@MMJHealthcare,Tweet,Republican
1345,@MMJHealthcare,@MMJHealthcare,Tweet,Public
1346,@abdteknik,@CihanYedek,Reply,Public
1347,@abdteknik,@CihanYedek,Reply,Public
1348,@CyberBudz_NFT,@CyberBudz_NFT,Tweet,Public
1349,@partyexcusespro,@partyexcusespro,Tweet,Public
1350,@LunaGlassware,@LunaGlassware,Tweet,Public
1351,@galactic_ditto,@galactic_ditto,Tweet,Democratic
1352,@galactic_ditto,@galactic_ditto,Tweet,Public
1353,@cellswordrin,@cellswordrin,Tweet,Public
1354,@gionabg,@gionabg,Tweet,Public
1355,@todd_harrison,@Curaleaf_Inc⁩,Mention,Republican
1356,@todd_harrison,@Curaleaf_Inc⁩,Mention,Public
1357,@ReaggieSmith,@BlissfieldBall,Retweet,Public
1358,@clintfusden043,@OldDominionFarm,Retweet,Democratic
1359,@clintfusden043,@OldDominionFarm,Retweet,Republican
1360,@clintfusden043,@OldDominionFarm,Retweet,Public
1361,@clintfusden043,@spiderfarmerled,Retweet,Democratic
1362,@clintfusden043,@spiderfarmerled,Retweet,Republican
1363,@clintfusden043,@spiderfarmerled,Retweet,Public
1364,@ReaggieSmith,@SarahRemillard5,Retweet,Public
1365,@Peter_Grinspoon,@Peter_Grinspoon,Tweet,Public
1366,@MrchT13,@AngelOfCannabis,Retweet,Public
1367,@abdteknik,@CihanYedek,Reply,Public
1368,@abdteknik,@CihanYedek,Reply,Public
1369,@TheDime_8th,@MariMed_Inc,Retweet,Public
1370,@TheDime_8th,@HSchacter,Retweet,Public
1371,@TheDime_8th,"@facebookapp,",Retweet,Public
1372,@TheDime_8th,@McDonalds,Retweet,Public
1373,@TheDime_8th,@CocaCola,Retweet,Public
1374,@TheDime_8th,@GO…,Retweet,Public
1375,@TheRollWithThat,@BlissfieldBall,Retweet,Public
1376,@abdteknik,@CihanYedek,Reply,Public
1377,@abdteknik,@CihanYedek,Reply,Public
1378,@DANII_BABAY,@DANII_BABAY,Tweet,Public
1379,@canna_journal,@canna_journal,Tweet,Public
1380,@canna_journal,@canna_journal,Tweet,Public
1381,@renekate1,@renekate1,Tweet,Public
1382,@SteamboatWally,@Connie_Recruits,Retweet,Public
1383,@PekerheadPicaso,@PekerheadPicaso,Tweet,Public
1384,@davidchiarelli,@lux_weed,Retweet,Public
1385,@davidchiarelli,@BaccaraCps,Retweet,Public
1386,@TheChosen1e,@TheChosen1e,Tweet,Public
1387,@ganja_seeds,@ganja_seeds,Tweet,Public
1388,@vermontijuana,@vermontijuana,Tweet,Public
1389,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1390,@NewsBudz,@NewsBudz,Tweet,Democratic
1391,@NewsBudz,@NewsBudz,Tweet,Public
1392,@NewsBudz,@NewsBudz,Tweet,Democratic
1393,@NewsBudz,@NewsBudz,Tweet,Public
1394,@XHCDylan,@Leafly,Retweet,Public
1395,@cannabistest1,@cannabistest1,Tweet,Public
1396,@TrichomesDotCom,@TrichomesDotCom,Tweet,Public
1397,@BlissfieldBall,@BlissfieldBall,Tweet,Public
1398,@Dans_morgtech,@dopeheadsnft,Mention,Public
1399,@Dans_morgtech,@opensea,Mention,Public
1400,@Dans_morgtech,@JUST_NFTVERSE,Mention,Public
1401,@Dans_morgtech,@MoonApeLab,Mention,Public
1402,@Dans_morgtech,@The_BluntHeads…,Mention,Public
1403,@weedman11045451,@weedman11045451,Tweet,Public
1404,@nmflowergrower,@GrowerHumboldt,Retweet,Public
1405,@mcfcrossi,@AngelOfCannabis,Retweet,Public
1406,@ReaggieSmith,@BlissfieldBall,Retweet,Public
1407,@nmflowergrower,@GrowerHumboldt,Retweet,Public
1408,@abdteknik,@CihanYedek,Reply,Public
1409,@abdteknik,@CihanYedek,Reply,Public
1410,@ReaggieSmith,@BlissfieldBall,Retweet,Public
1411,@Connie_Recruits,@Connie_Recruits,Tweet,Public
1412,@Taima_Express,@Taima_Express,Tweet,Democratic
1413,@Taima_Express,@Taima_Express,Tweet,Republican
1414,@Taima_Express,@Taima_Express,Tweet,Public
1415,@BlissfieldBall,@BlissfieldBall,Tweet,Public
1416,@SterneKessler,@SterneKessler,Tweet,Public
1417,@hempacco,@hempacco,Tweet,Public
1418,@NewsAmericasNow,@NewsAmericasNow,Tweet,Public
1419,@BlackBrokeAnxi1,@MeetDaye,Mention,Public
1420,@BlackBrokeAnxi1,@BeYouPeriod,Mention,Public
1421,@BlackBrokeAnxi1,@natracare,Mention,Public
1422,@BlackBrokeAnxi1,@PureEncaps,Mention,Public
1423,@Biocapitalism,@OldDominionFarm,Retweet,Public
1424,@CannabisLegion,@cana_kush,Retweet,Public
1425,@nmflowergrower,@GrowerHumboldt,Retweet,Public
1426,@cana_kush,@cana_kush,Tweet,Public
1427,@ClothingStx,@ClothingStx,Tweet,Public
1428,@BlissfieldBall,@BlissfieldBall,Tweet,Public
1429,@Im_revise,@UprootCannabis,Retweet,Public
1430,@BlissfieldBall,@BlissfieldBall,Tweet,Public
1431,@BlissfieldBall,@berner415,Retweet,Public
1432,@BlissfieldBall,@cookiesglobal,Retweet,Public
1433,@abdteknik,@CihanYedek,Reply,Public
1434,@abdteknik,@CihanYedek,Reply,Public
1435,@420eventsdc,@420eventsdc,Tweet,Public
1436,@MsnPacking,@MsnPacking,Tweet,Public
1437,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
1438,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
1439,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
1440,@reaganfitzke,@ResearchMJ,Retweet,Public
1441,@AussieinJapan,@ASX_IHL,Retweet,Public
1442,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1443,@ScottWLuton,@stratorob,Retweet,Public
1444,@ganja_seeds,@ganja_seeds,Tweet,Public
1445,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1446,@davidchiarelli,@davidchiarelli,Tweet,Public
1447,@SmoketownTemple,@SmoketownTemple,Tweet,Public
1448,@FlowerLadyOk1,@FlowerLadyOk1,Tweet,Public
1449,@abdteknik,@CihanYedek,Reply,Public
1450,@abdteknik,@CihanYedek,Reply,Public
1451,@tmj_bos_legal,@tmj_bos_legal,Tweet,Public
1452,@hotly5,@golferscbd,Retweet,Public
1453,@LawlessFilmsLLC,@LawlessFilmsLLC,Tweet,Public
1454,@abdteknik,@CihanYedek,Mention,Public
1455,@GoodDayFarms,@GoodDayFarms,Tweet,Public
1456,@chillthebesttee,@chillthebesttee,Tweet,Public
1457,@abdteknik,@CihanYedek,Reply,Public
1458,@abdteknik,@CihanYedek,Reply,Public
1459,@abdteknik,@CihanYedek,Mention,Public
1460,@imprintcontent,@imprintcontent,Tweet,Public
1461,@Exchange420,@Exchange420,Tweet,Public
1462,@Exchange420,@MarijuanaStocks,Mention,Public
1463,@Exchange420,@SafeAccess,Mention,Public
1464,@Exchange420,@420laws,Mention,Public
1465,@ericRpedersen,@ResearchMJ,Retweet,Public
1466,@abdteknik,@CihanYedek,Reply,Public
1467,@abdteknik,@CihanYedek,Reply,Public
1468,@yang53860005,@yang53860005,Tweet,Public
1469,@atxcann,@BridgeWestCons,Retweet,Public
1470,@uschwerd,@uschwerd,Tweet,Public
1471,@promotingjester,@OldDominionFarm,Retweet,Public
1472,@promotingjester,@spiderfarmerled,Retweet,Public
1473,@abdteknik,@CihanYedek,Reply,Public
1474,@abdteknik,@CihanYedek,Reply,Public
1475,@ResearchMJ,@ResearchMJ,Tweet,Public
1476,@galactic_ditto,@legalizeNC_,Retweet,Democratic
1477,@galactic_ditto,@legalizeNC_,Retweet,Public
1478,@plnt_lfe,@plnt_lfe,Tweet,Public
1479,@nmflowergrower,@kotetsucannaart,Retweet,Public
1480,@HypocriteRdr,@HypocriteRdr,Tweet,Public
1481,@420eventsdc,@420eventsdc,Tweet,Public
1482,@PPSLocal,@PPSLocal,Tweet,Public
1483,@Nondu8362,@RowezaySA,Retweet,Public
1484,@CitrusSmke,@CitrusSmke,Tweet,Public
1485,@abdteknik,@CihanYedek,Reply,Public
1486,@abdteknik,@CihanYedek,Reply,Public
1487,@Lambmother,@KannabiaSeeds,Retweet,Public
1488,@Lambmother,@IntKannabia,Retweet,Public
1489,@Lambmother,@Kannabia_US,Retweet,Public
1490,@Lambmother,@amigueroculti…,Retweet,Public
1491,@abdteknik,@CihanYedek,Mention,Public
1492,@Lambmother,@KannabiaSeeds,Retweet,Public
1493,@Lambmother,@IntKannabia,Retweet,Public
1494,@Lambmother,@Kannabia_Samen,Retweet,Public
1495,@Lambmother,@Kannabia_US,Retweet,Public
1496,@Lambmother,@medic…,Retweet,Public
1497,@promotingjester,@CitrusSmke,Retweet,Public
1498,@promotingjester,@irvineseedco,Retweet,Public
1499,@cbdmax_official,@cbdmax_official,Tweet,Public
1500,@Lambmother,@SCEEC_,Retweet,Public
1501,@Trouble_Man337,@GrowerHumboldt,Retweet,Public
1502,@Lambmother,@KannabiaSeeds,Retweet,Public
1503,@Lambmother,@IntKannabia,Retweet,Public
1504,@Lambmother,@Kannabia_Samen,Retweet,Public
1505,@Lambmother,@Kannabia_US,Retweet,Public
1506,@Lambmother,@perry…,Retweet,Public
1507,@Calrtipper,@GrowingExposed,Retweet,Public
1508,@Lambmother,@KannabiaSeeds,Retweet,Public
1509,@Lambmother,@IntKannabia,Retweet,Public
1510,@Lambmother,@Kannabia_US,Retweet,Public
1511,@Lambmother,@Kannabia_Samen,Retweet,Public
1512,@Lambmother,@bun…,Retweet,Public
1513,@Calrtipper,@CannabisCourse1,Retweet,Public
1514,@Lambmother,@BROTSANBERT,Retweet,Public
1515,@tgloss55,@Leafly,Retweet,Public
1516,@NTL57,@Mr_Green_Thumb1,Retweet,Public
1517,@NTL57,@KidCudi,Retweet,Public
1518,@NTL57,@wizkhalifa,Retweet,Public
1519,@NTL57,@SnoopDogg,Retweet,Public
1520,@NTL57,@WillieNelson,Retweet,Public
1521,@sesliejohnson33,@AngelOfCannabis,Retweet,Public
1522,@JamesSeldon,@JamesSeldon,Tweet,Public
1523,@hectorbrotons,@BROTSANBERT,Retweet,Public
1524,@Lambmother,@KannabiaSeeds,Retweet,Public
1525,@Lambmother,@IntKannabia,Retweet,Public
1526,@Lambmother,@Kannabia_US,Retweet,Public
1527,@Lambmother,@Sophie_M…,Retweet,Public
1528,@Lambmother,@IntKannabia,Retweet,Public
1529,@Lambmother,@KannabiaSeeds,Retweet,Public
1530,@Lambmother,@Kannabia_Samen,Retweet,Public
1531,@Lambmother,@Kannabia_US,Retweet,Public
1532,@Lambmother,@Greenseedtes…,Retweet,Public
1533,@Sougo67515101,@hhc_vape,Retweet,Public
1534,@Greenthumb_one,@greenflwrmedia,Mention,Public
1535,@Greenthumb_one,@TMCIglobal,Mention,Public
1536,@Greenthumb_one,@CannabisTU,Mention,Public
1537,@Greenthumb_one,@thcuniversity,Mention,Public
1538,@Greenthumb_one,@UCDavisCannabis,Mention,Public
1539,@Greenthumb_one,@Oaksterdam…,Mention,Public
1540,@RobbinsGroupLLC,@CannabisCourse1,Retweet,Public
1541,@Lambmother,@KannabiaSeeds,Retweet,Public
1542,@Lambmother,@DJVadim,Retweet,Public
1543,@Lambmother,@SoulbeatsMsc,Retweet,Public
1544,@altswatchnews,@HoganLovells),Mention,Public
1545,@annakaa77,@PekerheadPicaso,Retweet,Public
1546,@annakaa77,@PekerheadPicaso,Retweet,Public
1547,@HruskaSol,@AngelOfCannabis,Retweet,Public
1548,@Jackson09095174,@AnaemekaJay,Retweet,Public
1549,@akma80481767,@Judson_Bennett,Retweet,Public
1550,@Lambmother,@BROTSANBERT,Retweet,Public
1551,@Jackson09095174,@AnaemekaJay,Retweet,Public
1552,@MMPconnection,@MMPconnection,Tweet,Democratic
1553,@MMPconnection,@MMPconnection,Tweet,Republican
1554,@MMPconnection,@MMPconnection,Tweet,Public
1555,@MMPconnection,@MMPconnection,Tweet,Democratic
1556,@MMPconnection,@MMPconnection,Tweet,Republican
1557,@MMPconnection,@MMPconnection,Tweet,Public
1558,@IrishWorkhouses,@dubhempmuseum,Retweet,Public
1559,@N3STR0,@EatsByDre_,Retweet,Public
1560,@LovesVintage43,@BlackandGoldNI,Retweet,Public
1561,@Jackson09095174,@AnaemekaJay,Retweet,Public
1562,@Jackson09095174,@transhumancoin,Retweet,Public
1563,@HelloHigh_,@HelloHigh_,Tweet,Public
1564,@420eventsdc,@420eventsdc,Tweet,Public
1565,@seedsmanrep,@seedsmanrep,Tweet,Public
1566,@ganja_seeds,@ganja_seeds,Tweet,Public
1567,@brandonspikes55,@BrandedLegacy,Retweet,Public
1568,@brandonspikes55,@brandonspikes55,Tweet,Public
1569,@brandonspikes55,@SpikesCBDX,Retweet,Public
1570,@amsterdamseeds2,@amsterdamseeds2,Tweet,Public
1571,@ScanTrend,@ScanTrend,Tweet,Public
1572,@ScanTrend,@ScanTrend,Tweet,Public
1573,@painfreeherb,@painfreeherb,Tweet,Public
1574,@ScanTrend,@ScanTrend,Tweet,Public
1575,@ScanTrend,@ScanTrend,Tweet,Public
1576,@TxMJPolicy,@TxMJPolicy,Tweet,Public
1577,@EMNews,@poisonreview,Mention,Public
1578,@BoltJamb,@BoltJamb,Tweet,Public
1579,@medwellhealth,@medwellhealth,Tweet,Public
1580,@hhc_vape,@hhc_vape,Tweet,Public
1581,@tamerlanetrade,@tamerlanetrade,Tweet,Public
1582,@BuyMyWeedOnline,@BuyMyWeedOnline,Tweet,Public
1583,@MMJHealthcare,@MMJHealthcare,Tweet,Democratic
1584,@MMJHealthcare,@MMJHealthcare,Tweet,Republican
1585,@MMJHealthcare,@MMJHealthcare,Tweet,Public
1586,@Novus_Stock,@Novus_Stock,Tweet,Democratic
1587,@Novus_Stock,@Novus_Stock,Tweet,Republican
1588,@Novus_Stock,@Novus_Stock,Tweet,Public
1589,@MMJHealthcare,@MMJHealthcare,Tweet,Democratic
1590,@MMJHealthcare,@MMJHealthcare,Tweet,Republican
1591,@MMJHealthcare,@MMJHealthcare,Tweet,Public
1592,@dbell_novus,@dbell_novus,Tweet,Democratic
1593,@dbell_novus,@dbell_novus,Tweet,Republican
1594,@dbell_novus,@dbell_novus,Tweet,Public
1595,@France_Verte,@PekerheadPicaso,Retweet,Democratic
1596,@France_Verte,@PekerheadPicaso,Retweet,Republican
1597,@France_Verte,@PekerheadPicaso,Retweet,Public
1598,@France_Verte,@PekerheadPicaso,Retweet,Democratic
1599,@France_Verte,@PekerheadPicaso,Retweet,Republican
1600,@France_Verte,@PekerheadPicaso,Retweet,Public
1601,@JOHNDOL73741017,@MJBAnet,Retweet,Public
1602,@smokeadores,@AngelOfCannabis,Retweet,Public
1603,@BruceNowlin7,@BruceNowlin7,Tweet,Public
1604,@riskinnovator,@purpleriskmgmt,Retweet,Public
1605,@riskinnovator,@MJBizDaily,Retweet,Public
1606,@EquityBuyer,@EquityBuyer,Tweet,Public
1607,@purpleriskmgmt,@MJBizDaily…,Mention,Public
1608,@legalizeNC_,@legalizeNC_,Tweet,Public
1609,@SherayzenLaw,@YouTube…,Mention,Public
1610,@hopegrown,@hopegrown,Tweet,Republican
1611,@hopegrown,@hopegrown,Tweet,Public
1612,@kotetsucannaart,@kotetsucannaart,Tweet,Public
1613,@PekerheadPicaso,@PekerheadPicaso,Tweet,Public
1614,@NotTypical12,@NotTypical12,Tweet,Public
1615,@GriffKohout,@GriffKohout,Tweet,Democratic
1616,@GriffKohout,@GriffKohout,Tweet,Republican
1617,@GriffKohout,@GriffKohout,Tweet,Public
1618,@GriffKohout,@POTUS,Retweet,Democratic
1619,@GriffKohout,@POTUS,Retweet,Republican
1620,@GriffKohout,@POTUS,Retweet,Public
1621,@GriffKohout,@JoeBiden,Retweet,Democratic
1622,@GriffKohout,@JoeBiden,Retweet,Republican
1623,@GriffKohout,@JoeBiden,Retweet,Public
1624,@JonasLowrance,@livewireLVVV,Retweet,Public
1625,@MMJHealthcare,@MMJHealthcare,Tweet,Democratic
1626,@MMJHealthcare,@MMJHealthcare,Tweet,Republican
1627,@MMJHealthcare,@MMJHealthcare,Tweet,Public
1628,@DeedleGreenjr,@DeedleGreenjr,Tweet,Public
1629,@azkadelya,@azkadelya,Tweet,Public
1630,@riskinnovator,@purpleriskmgmt,Retweet,Public
1631,@riskinnovator,@Benzinga,Retweet,Public
1632,@ebbyelnvsty,@MJBizDailyCAN,Retweet,Public
1633,@larevelacion1,@ReyLotto,Retweet,Public
1634,@tjleonard99,@tjleonard99,Tweet,Public
1635,@createstartups,@createstartups,Tweet,Public
1636,@CaliChronicX,@CaliChronicX,Tweet,Public
1637,@LovesVintage43,@galactic_ditto,Retweet,Public
1638,@purpleriskmgmt,@Benzinga…,Mention,Public
1639,@tmj_sfo_legal,@tmj_sfo_legal,Tweet,Public
1640,@Quiedan,@Quiedan,Tweet,Public
1641,@promotingjester,@OldDominionFarm,Retweet,Public
1642,@DanaQuiedan,@DanaQuiedan,Tweet,Public
1643,@HempLively,@HempLively,Tweet,Public
1644,@SDCannaBlogger,@candidnewspaper,Retweet,Public
1645,@JuanacoMosquera,@Asocannacol1,Retweet,Public
1646,@5OShadeOfGreen,@5OShadeOfGreen,Tweet,Public
1647,@KhweziKhumalo4,@RowezaySA,Retweet,Public
1648,@GQinBklyn,@AdventuresofIn1,Retweet,Public
1649,@Jason_RN,@Jason_RN,Tweet,Public
1650,@CharlyGrown,@Rikki10238226,Retweet,Public
1651,@LawAnswersAU,@LawAnswersAU,Tweet,Public
1652,@LawAnswersAU,@LawAnswersAU,Tweet,Public
1653,@MMPconnect,@MMPconnect,Tweet,Democratic
1654,@MMPconnect,@MMPconnect,Tweet,Republican
1655,@MMPconnect,@MMPconnect,Tweet,Public
1656,@MMPconnect,@MMPconnect,Tweet,Democratic
1657,@MMPconnect,@MMPconnect,Tweet,Republican
1658,@MMPconnect,@MMPconnect,Tweet,Public
1659,@galactic_ditto,@HempStaff,Retweet,Democratic
1660,@galactic_ditto,@HempStaff,Retweet,Public
1661,@v2_lawblog,@AbogadoBlog,Retweet,Democratic
1662,@v2_lawblog,@AbogadoBlog,Retweet,Republican
1663,@v2_lawblog,@AbogadoBlog,Retweet,Public
1664,@HEMPbroker420,@HEMPbroker420,Tweet,Public
1665,@candidnewspaper,@candidnewspaper,Tweet,Public
1666,@v2_lawblog,@LpezMeoo,Retweet,Democratic
1667,@v2_lawblog,@LpezMeoo,Retweet,Republican
1668,@v2_lawblog,@LpezMeoo,Retweet,Public
1669,@v2_lawblog,@96Notaria,Retweet,Democratic
1670,@v2_lawblog,@96Notaria,Retweet,Republican
1671,@v2_lawblog,@96Notaria,Retweet,Public
1672,@v2_lawblog,@BruselasAsaja,Retweet,Democratic
1673,@v2_lawblog,@BruselasAsaja,Retweet,Republican
1674,@v2_lawblog,@BruselasAsaja,Retweet,Public
