,User_A,User_B,Type,Source
4030,@Incopro,@Incopro,Tweet,Public
4031,@HruskaSol,@AngelOfCannabis,Retweet,Public
4032,@Th00269253,@Th00269253,Tweet,Public
4033,@kaba_abu,@wolf09996,Retweet,Public
4034,@Emperor73234022,@sloetree,Retweet,Public
4035,@Emperor73234022,@TiloJung,Retweet,Public
4036,@Emperor73234022,@Karl_Lauterbach,Retweet,Public
4037,@Iastralive,@Iastralive,Tweet,Public
4038,@AngelOfCannabis,@AngelOfCannabis,Tweet,Public
4039,@StonerLyfeClub,@StonerLyfeClub,Tweet,Public
4040,@superteamup,@martinhoyes,Retweet,Public
4041,@rhymease,@iuicanguilla,Retweet,Public
4042,@WisdomprinceWi7,@AnaemekaJay,Retweet,Public
4043,@CryptolabMobile,@ReefrToken,Retweet,Public
4044,@TTProcess1,@todd_harrison,Retweet,Public
4045,@neo_chuks,@AnaemekaJay,Retweet,Public
4046,@mothsflame,@Love_Infusion,Reply,Public
4047,@mothsflame,@PTInflammation,Reply,Public
4048,@hcm_tech,@martinhoyes,Retweet,Public
4049,@ElevationHempCo,@ElevationHempCo,Tweet,Public
4050,@MilwaukeeHotBuy,@MilwaukeeHotBuy,Tweet,Public
4051,@AndreAfamasaga,@Sydney_Uni,Retweet,Public
4052,@AndreAfamasaga,@teelare…,Retweet,Public
4053,@designs_diverse,@AngelOfCannabis,Retweet,Public
4054,@strvnian,@golferscbd,Retweet,Public
4055,@Blaze_higg,@Blaze_higg,Tweet,Public
4056,@cannibasedCEO,@cannibasedCEO,Tweet,Public
4057,@Scott95703814,@Scott95703814,Tweet,Public
4058,@JediJazz22,@ReefrToken,Retweet,Public
4059,@JadenXFreeman,@irishrygirl,Retweet,Public
4060,@Productier1,@martinhoyes,Retweet,Public
4061,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
4062,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
4063,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
4064,@BoogieMane422,@CannaverseClub,Retweet,Public
4065,@Bdavidson911,@Bdavidson911,Tweet,Public
4066,@HumanRe41270855,@martinhoyes,Retweet,Public
4067,@WENEED_NAGOYA,@WENEED_NAGOYA,Tweet,Public
4068,@philster18,@philster18,Tweet,Public
4069,@SandinAbogados,@SandinAbogados,Tweet,Public
4070,@SandinAbogados,@SandinAbogados,Tweet,Public
4071,@SandinAbogados,@SandinAbogados,Tweet,Public
4072,@GoldMinerJohns,@420budzNft,Retweet,Public
4073,@txcremations,@txcremations,Tweet,Public
4074,@NFTHLLWN,@LePro_1,Retweet,Public
4075,@NFTHLLWN,@OpenSea,Retweet,Public
4076,@Rick__Roma,@todd_harrison,Retweet,Public
4077,@tualgorithm,@kotetsucannaart,Retweet,Public
4078,@420presents,@420presents,Tweet,Public
4079,@winsol67,@MamaCultiva,Retweet,Public
4080,@veggieboy7274,@golferscbd,Retweet,Public
4081,@Mpatrizia63,@legalizzas,Retweet,Public
4082,@TheChosen1e,@TheChosen1e,Tweet,Public
4083,@basmonnabis,@basmonnabis,Tweet,Public
4084,@tnhop,@sloetree,Retweet,Public
4085,@tnhop,@TiloJung,Retweet,Public
4086,@tnhop,@Karl_Lauterbach,Retweet,Public
4087,@Omniwayne,@AngelOfCannabis,Retweet,Public
4088,@killkillkhiladi,@AngelOfCannabis,Retweet,Public
4089,@10000Bakes,@ganjapreneur,Retweet,Democratic
4090,@10000Bakes,@ganjapreneur,Retweet,Public
4091,@sloetree,@TiloJung,Reply,Public
4092,@sloetree,@Karl_Lauterbach,Reply,Public
4093,@PerezHilton,@ThePerezHilton,Retweet,Public
4094,@PerezHilton,@MyTrueTen!,Retweet,Public
4095,@Rodneylr,@manusj,Reply,Public
4096,@Bdavidson911,@Bdavidson911,Tweet,Public
4097,@HumanRe41270855,@martinhoyes,Retweet,Public
4098,@flipper88450531,@420budzNft,Retweet,Public
4099,@ganjapreneur,@ganjapreneur,Tweet,Public
4100,@420budzNft,@420budzNft,Tweet,Public
4101,@ejb1893,@AubreeAdams4,Retweet,Public
4102,@Blow1818,@Blow1818,Tweet,Public
4103,@MamaCultiva,@MamaCultiva,Tweet,Public
4104,@hcm_tech,@martinhoyes,Retweet,Public
4105,@galactic_ditto,@buy_weed_,Retweet,Democratic
4106,@galactic_ditto,@buy_weed_,Retweet,Public
4107,@Lovecraft78,@KannabiaSeeds,Retweet,Public
4108,@Lovecraft78,@IntKannabia,Retweet,Public
4109,@Lovecraft78,@Kannabia_US,Retweet,Public
4110,@Lovecraft78,@Kannabia_Samen,Retweet,Public
4111,@Lovecraft78,@bun…,Retweet,Public
4112,@Lovecraft78,@BROTSANBERT,Retweet,Public
4113,@MarieLandryCEO,@AngelOfCannabis,Retweet,Public
4114,@NaturiciousFR,@NaturiciousFR,Tweet,Public
4115,@Lovecraft78,@KannabiaSeeds,Retweet,Public
4116,@Lovecraft78,@IntKannabia,Retweet,Public
4117,@Lovecraft78,@Kannabia_US,Retweet,Public
4118,@Lovecraft78,@Kannabia_Samen,Retweet,Public
4119,@Lovecraft78,@Greenseedtests…,Retweet,Public
4120,@Lovecraft78,@IntKannabia,Retweet,Public
4121,@Lovecraft78,@KannabiaSeeds,Retweet,Public
4122,@Lovecraft78,@Kannabia_Samen,Retweet,Public
4123,@Lovecraft78,@Kannabia_US,Retweet,Public
4124,@Lovecraft78,@Greenseedtes…,Retweet,Public
4125,@Dazzapass,@golferscbd,Retweet,Public
4126,@FredericReid2,@MMPconnection,Retweet,Public
4127,@ritchiesacra,@LePro_1,Retweet,Public
4128,@ritchiesacra,@OpenSea,Retweet,Public
4129,@andal68,@LegaleMeglio,Retweet,Public
4130,@Lovecraft78,@KannabiaSeeds,Retweet,Public
4131,@Lovecraft78,@IntKannabia,Retweet,Public
4132,@Lovecraft78,@Kannabia_US,Retweet,Public
4133,@Lovecraft78,@Kannabia_Samen,Retweet,Public
4134,@Lovecraft78,@perry…,Retweet,Public
4135,@MaSa_Impact,@MaSa_Impact,Tweet,Public
4136,@DatosdelExito,@ReyLotto,Retweet,Public
4137,@superteamup,@martinhoyes,Retweet,Public
4138,@Lovecraft78,@KannabiaSeeds,Retweet,Public
4139,@Lovecraft78,@IntKannabia,Retweet,Public
4140,@Lovecraft78,@Kannabia_US,Retweet,Public
4141,@Lovecraft78,@Sophie_M…,Retweet,Public
4142,@Lovecraft78,@IntKannabia,Retweet,Public
4143,@Lovecraft78,@KannabiaSeeds,Retweet,Public
4144,@Lovecraft78,@Kannabia_US,Retweet,Public
4145,@Lovecraft78,@Kannabia_Samen,Retweet,Public
4146,@Lovecraft78,@perr…,Retweet,Public
4147,@DaniaFalzolgher,@legalizzas,Retweet,Public
4148,@hcm_tech,@martinhoyes,Retweet,Public
4149,@ReyLotto,@ReyLotto,Tweet,Public
4150,@kaiyabunga,@LePro_1,Retweet,Public
4151,@kaiyabunga,@OpenSea,Retweet,Public
4152,@Lovecraft78,@JProhibicion,Retweet,Public
4153,@TraderSeanH,@todd_harrison,Retweet,Public
4154,@jsbratter,@jsbratter,Tweet,Public
4155,@MikeLearry,@MikeLearry,Tweet,Public
4156,@support_cbd,@chanyama_44,Retweet,Public
4157,@HumanRe41270855,@martinhoyes,Retweet,Public
4158,@EffortlessLegal,@EffortlessLegal,Tweet,Public
4159,@labadorium,@DrARichter,Retweet,Public
4160,@Sebastien__Gros,@Sebastien__Gros,Tweet,Public
4161,@design_freq,@design_freq,Tweet,Public
4162,@breethechick,@MDLegalAid,Retweet,Public
4163,@breethechick,@LoyolaMaryland,Retweet,Public
4164,@KannabiaSeeds,@IntKannabia,Mention,Public
4165,@KannabiaSeeds,@Kannabia_Samen,Mention,Public
4166,@KannabiaSeeds,@Kannabia_US,Mention,Public
4167,@PaulBAdam,@wiselaw,Retweet,Public
4168,@toomom123,@JaySketchbook,Retweet,Public
4169,@ninnitarantino,@legalizzas,Retweet,Public
4170,@hcm_tech,@martinhoyes,Retweet,Public
4171,@brazof666,@IntKannabia,Retweet,Public
4172,@brazof666,@KannabiaSeeds,Retweet,Public
4173,@brazof666,@Kannabia_Samen,Retweet,Public
4174,@brazof666,@Kannabia_US,Retweet,Public
4175,@brazof666,@AdrycMane…,Retweet,Public
4176,@TimoB4,@theleafystreet,Retweet,Public
4177,@SpecGradeLED,@SpecGradeLED,Tweet,Public
4178,@EveshamAlliance,@AubreeAdams4,Retweet,Public
4179,@nyhardhat1,@AngelBlindW1,Retweet,Public
4180,@InWithGrow,@UprootCannabis,Retweet,Public
4181,@Gypsy_Girl27,@AngelOfCannabis,Retweet,Public
4182,@MMPconnection,@MMPconnection,Tweet,Democratic
4183,@MMPconnection,@MMPconnection,Tweet,Republican
4184,@MMPconnection,@MMPconnection,Tweet,Public
4185,@MMPconnection,@MMPconnection,Tweet,Democratic
4186,@MMPconnection,@MMPconnection,Tweet,Republican
4187,@MMPconnection,@MMPconnection,Tweet,Public
4188,@canadamade420,@CannabizCulture,Retweet,Public
4189,@dianaenid10,@dianaenid10,Tweet,Public
4190,@RaulSantos1981,@IntKannabia,Retweet,Public
4191,@RaulSantos1981,@KannabiaSeeds,Retweet,Public
4192,@RaulSantos1981,@Kannabia_Samen,Retweet,Public
4193,@RaulSantos1981,@Kannabia_US,Retweet,Public
4194,@RaulSantos1981,@AdrycMane…,Retweet,Public
4195,@legalizzas,@LegaleMeglio,Retweet,Public
4196,@CarlChappy72,@golferscbd,Retweet,Public
4197,@Iainwalker6,@golferscbd,Retweet,Public
4198,@ted_e_tigers,@AngelOfCannabis,Retweet,Public
4199,@asylum_man,@CLEARUK,Retweet,Public
4200,@asylum_man,@allinson_alex.,Retweet,Public
4201,@snow_f13,@support_cbd,Retweet,Public
4202,@AngelOfCannabis,@TheCannabisCop,Retweet,Public
4203,@yorkshirepost,@yorkshirepost,Tweet,Public
4204,@AubreeAdams4,@AubreeAdams4,Tweet,Public
4205,@LucidGreenIO,@LucidGreenIO,Tweet,Public
4206,@weed_hustle,@weed_hustle,Tweet,Public
4207,@Organakannalyt1,@Organakannalyt1,Tweet,Public
4208,@tnhop,@DrARichter,Retweet,Public
4209,@PointONreturn,@DrARichter,Retweet,Public
4210,@Time2faceTruth,@AngelOfCannabis,Retweet,Public
4211,@magikpotsbottl1,@magikpotsbottl1,Tweet,Public
4212,@wind4me,@WalshFreedom,Reply,Republican
4213,@wind4me,@WalshFreedom,Reply,Public
4214,@thisfionaweir,@DPVH,Retweet,Public
4215,@thisfionaweir,@johnpringdns⁩…,Retweet,Public
4216,@Kolezzy274,@AngelOfCannabis,Retweet,Public
4217,@ParkmanFirm,@ParkmanFirm,Tweet,Public
4218,@The80HDGaming,@AngelOfCannabis,Retweet,Public
4219,@Goulds90,@golferscbd,Retweet,Public
4220,@simonevans1973,@golferscbd,Retweet,Public
4221,@Maggy6819,@DrARichter,Retweet,Public
4222,@honkinoinazuma,@Twinkleikebkro,Retweet,Public
4223,@abdteknik,@CihanYedek,Reply,Public
4224,@abdteknik,@Nfteasyflow,Reply,Public
4225,@abdteknik,@CihanYedek,Reply,Public
4226,@cannanamo,@cannanamo,Tweet,Public
4227,@DMGSLLC,@DMGSLLC,Tweet,Public
4228,@snow_f13,@CBDHILLS_R,Retweet,Public
4229,@Ganjly420,@DrDabber,Reply,Public
4230,@SriEvent,@SriEvent,Tweet,Public
4231,@AngelOfCannabis,@AngelOfCannabis,Tweet,Public
4232,@raesmithpeart,@raesmithpeart,Tweet,Public
4233,@IntKannabia,@KannabiaSeeds,Mention,Public
4234,@IntKannabia,@Kannabia_Samen,Mention,Public
4235,@IntKannabia,@Kannabia_US,Mention,Public
4236,@golferscbd,@golferscbd,Tweet,Public
4237,@CannabisNow01,@UprootCannabis,Retweet,Public
4238,@The80HDGaming,@AngelOfCannabis,Retweet,Public
4239,@gps_seedbank,@gps_seedbank,Tweet,Public
4240,@VMBiohazard,@limited_target,Retweet,Public
4241,@snow_f13,@_callofnature_,Retweet,Public
4242,@montanipraxis,@wvsenate,Reply,Public
4243,@CannabisNow01,@Amocat420,Retweet,Public
4244,@Sci_Fu,@CLEARUK,Retweet,Public
4245,@snow_f13,@chanyama_44,Retweet,Public
4246,@CaliKushin420,@Srirachachau,Reply,Public
4247,@CaliKushin420,@4fevriers,Reply,Public
4248,@VMBiohazard,@GenTechSci,Retweet,Public
4249,@JamirAlam5,@LePro_1,Retweet,Public
4250,@JamirAlam5,@OpenSea,Retweet,Public
4251,@SUPHERBS1,@SUPHERBS1,Tweet,Public
4252,@cursortek,@cursortek,Tweet,Public
4253,@CannabisNow01,@Three3Yooo,Retweet,Public
4254,@VMBiohazard,@SCIEXnews,Retweet,Public
4255,@wind4me,@todd_harrison,Retweet,Republican
4256,@wind4me,@todd_harrison,Retweet,Public
4257,@QB3QB3,@Ncarson26,Retweet,Public
4258,@EggsSmokesEx,@smileitsfree44,Retweet,Public
4259,@FlyHighMomma_,@lux_weed,Retweet,Public
4260,@Emperor73234022,@DrARichter,Retweet,Public
4261,@MeMicroscope,@miriggram,Retweet,Public
4262,@JeffreyWallis7,@JeffreyWallis7,Tweet,Public
4263,@support_cbd,@support_cbd,Tweet,Public
4264,@FSAjobs,@FSAjobs,Tweet,Public
4265,@tmj_rip_legal,@tmj_rip_legal,Tweet,Public
4266,@wind4me,@wind4me,Tweet,Republican
4267,@wind4me,@wind4me,Tweet,Public
4268,@WeedLifeNetwork,@WeedLifeNetwork,Tweet,Public
4269,@AngelOfCannabis,@AngelOfCannabis,Tweet,Public
4270,@geri_mattern,@irishrygirl,Retweet,Public
4271,@AustraliaShultz,@LePro_1,Retweet,Public
4272,@AustraliaShultz,@OpenSea,Retweet,Public
4273,@iAm_Not_Sara,@Chime,Mention,Public
4274,@SimplyPureMJ,@SimplyPureMJ,Tweet,Public
4275,@SimplyPureMJ,@SweetMaryJaneCO,Retweet,Public
4276,@ecfr,@ecfr,Tweet,Public
4277,@AngelOfCannabis,@AngelOfCannabis,Tweet,Public
4278,@KS30754549,@KS30754549,Tweet,Public
4279,@5OShadeOfGreen,@5OShadeOfGreen,Tweet,Public
4280,@helpforukraine3,@AakshLohchab,Retweet,Public
4281,@TrichomesDotCom,@TrichomesDotCom,Tweet,Public
4282,@Mjlink_com,@Mjlink_com,Tweet,Public
4283,@Luke_0x1,@LePro_1,Retweet,Public
4284,@Luke_0x1,@OpenSea,Retweet,Public
4285,@rej0hn,@multitalentfrey,Retweet,Public
4286,@rej0hn,@Karl_Lauterbach,Retweet,Public
4287,@rej0hn,@TiloJung,Retweet,Public
4288,@cannabis_net,@cannabis_net,Tweet,Public
4289,@buy_weed_,@buy_weed_,Tweet,Public
4290,@JaySketchbook,@JaySketchbook,Tweet,Public
4291,@worldcannanews1,@MMPconnect,Retweet,Democratic
4292,@worldcannanews1,@MMPconnect,Retweet,Republican
4293,@worldcannanews1,@MMPconnect,Retweet,Public
4294,@worldcannanews1,@vermontijuana,Retweet,Democratic
4295,@worldcannanews1,@vermontijuana,Retweet,Republican
4296,@worldcannanews1,@vermontijuana,Retweet,Public
4297,@worldcannanews1,@ganja_seeds,Retweet,Democratic
4298,@worldcannanews1,@ganja_seeds,Retweet,Republican
4299,@worldcannanews1,@ganja_seeds,Retweet,Public
4300,@ladyboarder9669,@ladyboarder9669,Tweet,Public
4301,@ladyboarder9669,@houseofwise,Retweet,Public
4302,@worldcannanews1,@ganja_seeds,Retweet,Democratic
4303,@worldcannanews1,@ganja_seeds,Retweet,Republican
4304,@worldcannanews1,@ganja_seeds,Retweet,Public
4305,@worldcannanews1,@Joint_Operation,Retweet,Democratic
4306,@worldcannanews1,@Joint_Operation,Retweet,Republican
4307,@worldcannanews1,@Joint_Operation,Retweet,Public
4308,@galactic_ditto,@buy_weed_,Retweet,Democratic
4309,@galactic_ditto,@buy_weed_,Retweet,Public
4310,@galactic_ditto,@HempStaff,Retweet,Democratic
4311,@galactic_ditto,@HempStaff,Retweet,Public
4312,@galactic_ditto,@GlobalCannaComm,Retweet,Democratic
4313,@galactic_ditto,@GlobalCannaComm,Retweet,Public
4314,@galactic_ditto,@daviddinenberg,Retweet,Democratic
4315,@galactic_ditto,@daviddinenberg,Retweet,Public
4316,@MMPconnect,@MMPconnect,Tweet,Democratic
4317,@MMPconnect,@MMPconnect,Tweet,Republican
4318,@MMPconnect,@MMPconnect,Tweet,Public
4319,@MMPconnect,@MMPconnect,Tweet,Democratic
4320,@MMPconnect,@MMPconnect,Tweet,Republican
4321,@MMPconnect,@MMPconnect,Tweet,Public
4322,@farmdaily,@farmdaily,Tweet,Public
4323,@LemonnadeTulsa,@blogTO,Retweet,Public
4324,@SirBartMann,@multitalentfrey,Retweet,Public
4325,@SirBartMann,@Karl_Lauterbach,Retweet,Public
4326,@SirBartMann,@TiloJung,Retweet,Public
4327,@vermontijuana,@vermontijuana,Tweet,Public
4328,@freshnessvn,@esoterickush,Retweet,Public
4329,@hhc_vape,@hhc_vape,Tweet,Public
4330,@wind4me,@AlyMeden,Reply,Republican
4331,@wind4me,@AlyMeden,Reply,Public
4332,@Gingerdabs,@Cogitatorium,Retweet,Public
4333,@Gingerdabs,@tripprrr,Retweet,Public
4334,@Gingerdabs,@EmeraldZoo,Retweet,Public
4335,@Gingerdabs,@H…,Retweet,Public
4336,@foxylabour1,@cannabis_caucus,Retweet,Public
4337,@AnebuloP,@greengiantsfund,Retweet,Public
4338,@buy_weed_,@buy_weed_,Tweet,Public
4339,@ganja_seeds,@ganja_seeds,Tweet,Public
4340,@leads4law1,@leads4law1,Tweet,Public
4341,@mericolleoni,@legalizzas,Retweet,Public
4342,@320_liq420,@HempInfinity420,Retweet,Public
4343,@AngelOfCannabis,@AngelOfCannabis,Tweet,Public
4344,@Crypto_DJ5,@LePro_1,Retweet,Public
4345,@Crypto_DJ5,@OpenSea,Retweet,Public
4346,@thcyourmomgay,@thcyourmomgay,Tweet,Public
4347,@320_liq420,@HempInfinity420,Retweet,Public
4348,@EWatsonWrites,@EWatsonWrites,Tweet,Public
4349,@hemp_yakutyu,@chilax_lab,Retweet,Public
4350,@ryankocot,@ryankocot,Tweet,Public
4351,@GamesCoinsPrice,@ThetanArena,Mention,Public
4352,@TJauffrey,@Frenchicoffee,Retweet,Public
4353,@black_blinky,@legalizzas,Retweet,Public
4354,@cannabis_caucus,@cannabis_caucus,Tweet,Public
4355,@LegalLanguage,@LegalLanguage,Tweet,Public
4356,@Brucekatzen1,@Brucekatzen1,Tweet,Public
4357,@masebalr,@masebalr,Tweet,Public
4358,@Bell4lastRound,@Bell4lastRound,Tweet,Public
4359,@jnic_dr,@AnaemekaJay,Retweet,Public
4360,@jnic_dr,@transhumancoin,Retweet,Public
4361,@ajibona19,@AnaemekaJay,Retweet,Public
4362,@Ifeanyi22324210,@HenryBenjamin11,Retweet,Public
4363,@Ifeanyi22324210,@rachelssanders,Retweet,Public
4364,@Michael08717025,@NORML,Retweet,Public
4365,@BryanHohs,@Parslco,Retweet,Public
4366,@Uffdafuckingda,@smileitsfree44,Retweet,Public
4367,@PEACOCK_NFT,@LePro_1,Retweet,Public
4368,@PEACOCK_NFT,@OpenSea,Retweet,Public
4369,@ajibona19,@AnaemekaJay,Retweet,Public
4370,@antennna7,@LePro_1,Retweet,Public
4371,@antennna7,@OpenSea,Retweet,Public
4372,@canna_journal,@canna_journal,Tweet,Public
4373,@gorgls,@LePro_1,Retweet,Public
4374,@gorgls,@OpenSea,Retweet,Public
4375,@Kagizabari,@maline_420,Retweet,Public
4376,@hagegimi3,@HempInfinity420,Retweet,Public
4377,@LegalHarper,@LegalHarper,Tweet,Public
4378,@ganja_seeds,@ganja_seeds,Tweet,Public
4379,@MedMJcme,@MedMJcme,Tweet,Public
4380,@SeaWeedCo,@Leafly,Retweet,Public
4381,@hagegimi3,@HempInfinity420,Retweet,Public
4382,@LiveHolyLife,@FoxNews,Reply,Democratic
4383,@LiveHolyLife,@FoxNews,Reply,Republican
4384,@LiveHolyLife,@FoxNews,Reply,Public
4385,@weedman11045451,@weedman11045451,Tweet,Public
4386,@8mmerhigh,@Alfi2637,Retweet,Public
4387,@knockonhemp,@knockonhemp,Tweet,Public
4388,@Joint_Operation,@Joint_Operation,Tweet,Public
4389,@tripprrr,@Cogitatorium,Retweet,Public
4390,@tripprrr,@tripprrr,Tweet,Public
4391,@tripprrr,@EmeraldZoo,Retweet,Public
4392,@tripprrr,@H…,Retweet,Public
4393,@CryptoGhostKing,@LePro_1,Retweet,Public
4394,@CryptoGhostKing,@OpenSea,Retweet,Public
4395,@Pahollman,@JKBourbon,Retweet,Public
4396,@Pahollman,@AngelOfCannabis,Retweet,Public
4397,@Hugo_VVNews,@Hugo_VVNews,Tweet,Public
4398,@WigwamProperty,@WigwamProperty,Tweet,Public
4399,@420JobsCareers,@420JobsCareers,Tweet,Public
4400,@FDRTraining,@FDRTraining,Tweet,Public
4401,@FDRTraining,@FDRTraining,Tweet,Public
4402,@CaliGoldCBD,@CaliGoldCBD,Tweet,Public
4403,@BeYourHighest,@BeYourHighest,Tweet,Public
4404,@Taima_Express,@Taima_Express,Tweet,Democratic
4405,@Taima_Express,@Taima_Express,Tweet,Republican
4406,@Taima_Express,@Taima_Express,Tweet,Public
4407,@CannabizCulture,@cannessentials,Reply,Public
4408,@SocialMediaMo,@galactic_ditto,Retweet,Public
4409,@Scott95703814,@Scott95703814,Tweet,Public
4410,@wind4me,@wind4me,Tweet,Republican
4411,@wind4me,@wind4me,Tweet,Public
4412,@Huepje,@LePro_1,Retweet,Public
4413,@Huepje,@OpenSea,Retweet,Public
4414,@ByDHTaylor,@ByDHTaylor,Tweet,Public
4415,@ilovetohomegrow,@ilovetohomegrow,Tweet,Public
4416,@lost_range,@lost_range,Tweet,Public
4417,@_AJM_Photo,@LePro_1,Retweet,Public
4418,@_AJM_Photo,@OpenSea,Retweet,Public
4419,@milliamagazine,@chronic_krystal,Mention,Public
4420,@milliamagazine,@matt_lamers,Mention,Public
4421,@milliamagazine,@Ganjly420,Mention,Public
4422,@Wildblunt1,@LetsGetStoned00,Retweet,Public
4423,@cbdshopmaou,@yasu_kush,Retweet,Public
4424,@BudSnob,@SMOKEYSTAXXX,Retweet,Public
4425,@BudSnob,@CryptoCannaClub,Retweet,Public
4426,@bobuson___,@HempInfinity420,Retweet,Public
4427,@LearnAndTeachO1,@LearnAndTeachO1,Tweet,Public
4428,@Azri_Ahmed_Amin,@StonedApesNFT,Retweet,Public
4429,@KothariKh,@KothariKh,Tweet,Public
4430,@shaunmtaylor97,@ClaphamandC,Retweet,Public
4431,@LiveHolyLife,@CNBC,Reply,Democratic
4432,@LiveHolyLife,@CNBC,Reply,Republican
4433,@LiveHolyLife,@CNBC,Reply,Public
4434,@dubaisend,@dubaisend,Tweet,Public
4435,@LePro_1,@OpenSea,Mention,Public
4436,@LiveHolyLife,@FoxNews,Reply,Democratic
4437,@LiveHolyLife,@FoxNews,Reply,Republican
4438,@LiveHolyLife,@FoxNews,Reply,Public
4439,@HumanRe41270855,@HempStaff,Retweet,Public
4440,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
4441,@MimiTexasAngel,@MimiTexasAngel,Tweet,Democratic
4442,@MimiTexasAngel,@MimiTexasAngel,Tweet,Republican
4443,@MimiTexasAngel,@MimiTexasAngel,Tweet,Public
4444,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
4445,@HempStaff,@HempStaff,Tweet,Public
4446,@CBDSmokeShop,@CBDSmokeShop,Tweet,Public
4447,@todd_harrison,@todd_harrison,Tweet,Republican
4448,@todd_harrison,@todd_harrison,Tweet,Public
4449,@LiveHolyLife,@cnni,Reply,Democratic
4450,@LiveHolyLife,@cnni,Reply,Republican
4451,@LiveHolyLife,@cnni,Reply,Public
4452,@PuffPuffSativa,@PuffPuffSativa,Tweet,Public
4453,@RealDavanas,@juicyfieldsB,Retweet,Public
4454,@aromedoko76,@AnaemekaJay,Retweet,Public
4455,@glyn_wyatt,@glyn_wyatt,Tweet,Public
4456,@glyn_wyatt,@Fitcbd1,Retweet,Public
4457,@RealDavanas,@juicyfieldsB,Retweet,Public
4458,@RealDavanas,@juicyfieldsB,Retweet,Public
4459,@rear1017,@HempInfinity420,Retweet,Public
4460,@simonegiordan11,@LegaleMeglio,Retweet,Public
4461,@CompMgrOnline,@CompMgrOnline,Tweet,Public
4462,@GlobalCannaComm,@GlobalCannaComm,Tweet,Democratic
4463,@GlobalCannaComm,@GlobalCannaComm,Tweet,Republican
4464,@GlobalCannaComm,@GlobalCannaComm,Tweet,Public
4465,@Official_Metrc,@NORML,Mention,Public
4466,@Official_Metrc,@SenSchumer’s,Mention,Public
4467,@MimiTexasAngel,@MimiTexasAngel,Tweet,Democratic
4468,@MimiTexasAngel,@MimiTexasAngel,Tweet,Republican
4469,@MimiTexasAngel,@MimiTexasAngel,Tweet,Public
4470,@SummerEberhard,@SummerEberhard,Tweet,Public
4471,@brokereefer,@CannaverseClub,Retweet,Public
4472,@DrARichter,@DrARichter,Tweet,Public
4473,@EatsByDre_,@EatsByDre_,Tweet,Public
4474,@96Notaria,@96Notaria,Tweet,Public
4475,@PayanTony,@BakerCtrUSMEX,Retweet,Public
4476,@dubaisend,@dubaisend,Tweet,Public
4477,@kalapa_clinic,@kalapa_clinic,Tweet,Public
4478,@daviddinenberg,@daviddinenberg,Tweet,Public
4479,@VincenzoIanno16,@LegaleMeglio,Retweet,Public
4480,@Mousehat06,@todd_harrison,Retweet,Public
4481,@TheStonedTrades,@TheStonedTrades,Tweet,Democratic
4482,@TheStonedTrades,@TheStonedTrades,Tweet,Public
4483,@Pahollman,@AngelOfCannabis,Retweet,Public
4484,@dmschiff70,@dmschiff70,Tweet,Public
4485,@OrrickItaly,@TopLegal_Italia,Retweet,Public
4486,@BruceNowlin7,@BruceNowlin7,Tweet,Public
4487,@democracy_16,@democracy_16,Tweet,Republican
4488,@democracy_16,@democracy_16,Tweet,Public
4489,@420JobsBoard,@420JobsBoard,Tweet,Public
4490,@AnaemekaJay,@AnaemekaJay,Tweet,Public
4491,@LoudShakeMiami,@LoudShakeMiami,Tweet,Public
4492,@SMOKEYSTAXXX,@CryptoCannaClub,Mention,Public
4493,@TudorTweep,@galactic_ditto,Retweet,Public
4494,@AustinHCampbell,@StonedApesNFT,Reply,Public
4495,@mycouriermeuk,@mycouriermeuk,Tweet,Public
4496,@WeedStrainClub,@WeedStrainClub,Tweet,Public
4497,@berryjarrid95,@AppTetragram,Retweet,Public
4498,@berryjarrid95,@JewishSauceBoss,Retweet,Public
4499,@berryjarrid95,@raseanhodgemd,Retweet,Public
4500,@berryjarrid95,@420NJEvents,Retweet,Public
4501,@MDLegalServ,@MDLegalAid,Retweet,Public
4502,@MDLegalServ,@LoyolaMaryland,Retweet,Public
4503,@Parslco,@Parslco,Tweet,Public
4504,@TennBrokerage,@TennBrokerage,Tweet,Public
4505,@Law_Vu,@Law_Vu,Tweet,Public
4506,@420eventsdc,@420eventsdc,Tweet,Public
4507,@acino2020,@LegaleMeglio,Retweet,Public
4508,@CCHALAW,@CCHALAW,Tweet,Public
4509,@JaniTulonen,@theleafystreet,Retweet,Public
4510,@CBD_DALLAS,@CBD_DALLAS,Tweet,Public
4511,@AddazK,@WriteWeed,Retweet,Public
4512,@Ali22517484,@CryptoBankart,Retweet,Public
4513,@ProfilesInLegal,@ProfilesInLegal,Tweet,Public
4514,@MMPconnection,@MMPconnection,Tweet,Democratic
4515,@MMPconnection,@MMPconnection,Tweet,Republican
4516,@MMPconnection,@MMPconnection,Tweet,Public
4517,@MMPconnection,@MMPconnection,Tweet,Democratic
4518,@MMPconnection,@MMPconnection,Tweet,Republican
4519,@MMPconnection,@MMPconnection,Tweet,Public
4520,@yellowcloudgirl,@yellowcloudgirl,Tweet,Public
4521,@StockGuru54,@StockGuru54,Tweet,Public
