User_A,caption_list,User_B,Type
@AngelOfCannabis,"['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['ganjaland', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/jarykxykru']['agree', 'ive', 'dated', 'hot', 'guys', 'amp', 'stuff', ""'ve"", 'friends', 'make', 'fun', 'way', 'ex', 'fiances', 'looked~', 'fr']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stop', 'right', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bigqhjj89x']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['get', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/x5csub3bk7']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['get', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/x5csub3bk7']['get', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/x5csub3bk7']['good', 'morning', ""'s"", '7am', 'hope', ""'re"", 'feeling', 'well', 'today', ""'m"", 'ready', 'wake', 'bake', 'get', 'morning', 'going', 'bt']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/3qqep5hui4']['good', 'morning', ""'s"", '7am', 'hope', ""'re"", 'feeling', 'well', 'today', ""'m"", 'ready', 'wake', 'bake', 'get', 'morning', 'going', 'bt']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/3qqep5hui4']['good', 'morning', ""'s"", '7am', 'hope', ""'re"", 'feeling', 'well', 'today', ""'m"", 'ready', 'wake', 'bake', 'get', 'morning', 'going', 'bt']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/qtffhodx6b']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/qoiiphkqdj']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/3qqep5hui4']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/3qqep5hui4'][""'d"", 'wear', 'lasted', ""'m"", 'sure', 'make', 'plastic', 'earrings', 'look', 'like', 'joints', 'stonerfam', 'smokeweed']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']['ganjaland', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/jarykxykru']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['hey', 'guys', 'took', 'little', 'weed', 'nap', 'hope', ""'re"", 'good', 'day', 'far', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'htt']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['couple', 'goals', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/gnvpgbc8uq']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['hey', 'guys', 'took', 'little', 'weed', 'nap', 'hope', ""'re"", 'good', 'day', 'far', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'htt']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['cats', 'love', 'weed', 'attempted', 'growing', 'times', 'plant', 'amp', 'plant', 'ate', 'destroyed', 'plant']['sitting', 'outside~', 'someone', 'tell', 'happened', 'lake', 'lol', 'videoing', 'ducks~', 'lived', '20', 'yea']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/60syfxvq6r']['get', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/x5csub3bk7']['start', 'day', 'rightmiracle', 'plant', 'cannabiscommunity', 'weedlovers', 'coffee', 'https', '//']['pineapple', 'express', 'dab', 'tabs', 'black', 'tuna', 'bud', 'amp', 'crumble', 'like', 'put', 'bong', 'bowls', 'add', 'little', 'kief', 'somet']['sitting', 'outside~', 'someone', 'tell', 'happened', 'lake', 'lol', 'videoing', 'ducks~', 'lived', '20', 'yea']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/wmwdpffmxa']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf'][""n't"", 'something', 'remember', 'smoking', 'homemade', 'water', 'bottle', 'bong', 'tinfoil', 'bowl', '3-4', 'hits', 'gooooooo']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/qoiiphkqdj']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/qoiiphkqdj']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/wmwdpffmxa']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['start', 'day', 'rightmiracle', 'plant', 'cannabiscommunity', 'weedlovers', 'coffee', 'https', '//']['cats', 'love', 'weed', 'attempted', 'growing', 'times', 'plant', 'amp', 'plant', 'ate', 'destroyed', 'plant']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['lot', 'goodness', 'pics', 'kinda', 'like', 'cannagar', 'thai', 'stick', 'looks', 'amazing', 'stonerfam', 'smokeweed', 'cannabiscommu']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']['look', 'creepy', 'asf', 'though', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/vp9l5uerkz']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf'][""'re"", 'welcome', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/5kpwryz71v']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['cats', 'love', 'weed', 'attempted', 'growing', 'times', 'plant', 'amp', 'plant', 'ate', 'destroyed', 'plant']['look', 'creepy', 'asf', 'though', 'stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/vp9l5uerkz']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/080sg6jmqf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']['hey', 'guys', ""'s"", '3:14am', ""'m"", 'enjoying', 'coffee', 'hit', 'bong', 'guess', ""'s"", 'early', 'day', 'hopefu']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['start', 'day', 'rightmiracle', 'plant', 'cannabiscommunity', 'weedlovers', 'coffee', 'https', '//']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['cats', 'love', 'weed', 'attempted', 'growing', 'times', 'plant', 'amp', 'plant', 'ate', 'destroyed', 'plant']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/kf8o1cojuf']['start', 'day', 'rightmiracle', 'plant', 'cannabiscommunity', 'weedlovers', 'coffee', 'https', '//t.co/rl82odfvne']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/w0fscfjuta']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/bmyuc4nz5e']['hey', 'guys', ""'s"", '3:14am', ""'m"", 'enjoying', 'coffee', 'hit', 'bong', 'guess', ""'s"", 'early', 'day', 'hopefu']['stonerfam', 'smokeweed', 'cannabiscommunity', 'https', '//t.co/lzqn408fsa']",103,2
@todd_harrison,"['pablo', 'cannabis', '/position', 'curlf', 'https', '//t.co/elsir1hdi0']['pablo', 'cannabis', '/position', 'curlf', 'https', '//t.co/elsir1hdi0']['pablo', 'cannabis', '/position', 'curlf', 'https', '//t.co/elsir1hdi0']['pablo', 'cannabis', '/position', 'curlf', 'https', '//t.co/elsir1hdi0']['pablo', 'cannabis', '/position', 'curlf', 'https', '//t.co/elsir1hdi0']['pablo', 'cannabis', '/position', 'curlf', 'https', '//t.co/elsir1hdi0']['pablo', 'cannabis', '/position', 'curlf', 'https', '//t.co/elsir1hdi0']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['cannabis', 'earnings', 'start', 'next', 'week', 'w', 'tues', 'thurs', 'numbers', 'price', 'targets']['cannabis', 'earnings', 'start', 'next', 'week', 'w', 'tues', 'thurs', 'numbers', 'price', 'targets']['maryland', 'house', 'approves', 'bills', 'put', 'marijuana', 'legalization', 'november', 'ballot', 'set', 'rules', 'house', 'passed', 'bills']['pennsylvania', 'senators', 'discuss', 'marijuana', 'legalization', 'first', 'gop-led', 'committee', 'hearing', 'stakeholders', 'law', 'enfo']['georgia', 'lawmakers', 'consider', 'bill', 'expand', 'medical', 'program', 'georgia', 'bill', 'would', 'effectively', 'triple', 'amount']['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']['georgia', 'lawmakers', 'consider', 'bill', 'expand', 'medical', 'program', 'georgia', 'bill', 'would', 'effectively', 'triple', 'amount']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['nj', 'gov', 'adult-use', 'canna', 'sales', 'within', 'weeks', ""''"", 'hope', ""'re"", 'going', 'see', 'explicit', 'movement', 'march', 'medical', 'dispensari']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['nj', 'gov', 'adult-use', 'canna', 'sales', 'within', 'weeks', ""''"", 'hope', ""'re"", 'going', 'see', 'explicit', 'movement', 'march', 'medical', 'dispensari']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['apple', 'secretly', 'joined', 'amazon', 'advance', 'cannabis', 'reform', 'apple', 'joined', 'amazon', 'advocating', 'policy', 'reform', 'open']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['cannabis', 'earnings', 'start', 'next', 'week', 'w', 'tues', 'thurs', 'numbers', 'price', 'targets']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['loosens', 'marijuana', 'rules', 'college', 'athletes', 'said', 'friday', 'raising', 'allowable', 'thc', 'limits']['nj', 'gov', 'adult-use', 'canna', 'sales', 'within', 'weeks', ""''"", 'hope', ""'re"", 'going', 'see', 'explicit', 'movement', 'march', 'medical', 'dispensari']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['michigan', 'marijuana', 'jobs', 'increased', '72', '2021', 'marijuana', 'industry', 'michigan', 'continues', 'grow', 'new', 'report', 'fou']['outdated', 'marijuana', 'laws', 'put', 'americans', 'danger', ""'s"", 'past', 'federal', 'cannabis', 'reforms', 'continued', 'federal']['review', 'cannabis', 'sports', 'confirms', 'cbd', 'thc', 'enhance', 'performance', 'cbd', 'possesses', 'anti-inflammatory', 'analgesi']['cannabis', 'earnings', 'start', 'next', 'week', 'w', 'tues', 'thurs', 'numbers', 'price', 'targets']['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']['americans', 'spent', '25b', 'cannabis', 'products', '2021', '428,000', 'americans', 'work', 'directly', 'within', 'industry', 'despite']['americans', 'spent', '25b', 'cannabis', 'products', '2021', '428,000', 'americans', 'work', 'directly', 'within', 'industry', 'despite']['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']['cannabis', 'earnings', 'start', 'next', 'week', 'w', 'tues', 'thurs', 'numbers', 'price', 'targets']['cannabis', 'industry', 'supports', '428,059', 'full-time', 'jobs', 'u.s', 'none', 'recognized', 'bls', 'cannab']['cannabis', 'earnings', 'start', 'next', 'week', 'w', 'tues', 'thurs', 'numbers', 'price', 'targets']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['go', 'figure', 'cannabis', 'finally', 'set-up', ""'s"", 'run', 'sun', 'world', 'threatens', 'blow', 'big', 'part']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['michigan', 'marijuana', 'jobs', 'increased', '72', '2021', 'marijuana', 'industry', 'michigan', 'continues', 'grow', 'new', 'report', 'fou']['michigan', 'marijuana', 'jobs', 'increased', '72', '2021', 'marijuana', 'industry', 'michigan', 'continues', 'grow', 'new', 'report', 'fou']['michigan', 'marijuana', 'jobs', 'increased', '72', '2021', 'marijuana', 'industry', 'michigan', 'continues', 'grow', 'new', 'report', 'fou']['review', 'cannabis', 'sports', 'confirms', 'cbd', 'thc', 'enhance', 'performance', 'cbd', 'possesses', 'anti-inflammatory', 'analgesi']['americans', 'spent', '25b', 'cannabis', 'products', '2021', '428,000', 'americans', 'work', 'directly', 'within', 'industry', 'despite']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['americans', 'spent', '25b', 'cannabis', 'products', '2021', '428,000', 'americans', 'work', 'directly', 'within', 'industry', 'despite']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['cannabis', 'associated', 'symptom', 'improvements', 'adhd', 'patients', 'participate', 'forgot', 'sign-up']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['cannabis', 'associated', 'symptom', 'improvements', 'adhd', 'patients', 'participate', 'forgot', 'sign-up']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['cannabis', 'associated', 'symptom', 'improvements', 'adhd', 'patients', 'participate', 'forgot', 'sign-up']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['murphy', 'says', 'legal', 'weed', 'sales', 'could', 'start', 'within', 'weeks', 'n.j.', 'medical', 'dispensaries', 'newjersey', 'cannabis', 'https', '//t.c']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['ohio', 'topped', '381m', 'marijuana', 'sales', '2021', '72', 'year-over-year', 'improvement', 'ohio', 'cannabis', 'https', '//t.co/hdz8b']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['review', 'cannabis', 'sports', 'confirms', 'cbd', 'thc', 'enhance', 'performance', 'cbd', 'possesses', 'anti-inflammatory', 'analgesi']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']['study', 'nematodes', 'suggested', 'cannabidiol', 'protects', 'alzheimer', ""'s"", 'disease', 'schedule', 'drugs', 'substances']['new', 'study', 'found', 'marijuana', 'consumers', 'show', 'signs', 'greater', 'motivation', 'people', ""n't"", 'consume', 'likely']",61,1
